 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
אורן	צמח	לשון_המקרא	tnk1/ljon/jorj/arn1.html
אורנה ליברמן	אורנה ליברמן	אוסף מאמרים	tnk1/sofrim/orna/index.html
אורר	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/arr.html
אושיות	מבנה	לשון_המקרא	tnk1/ljon/jorj/ajh.html
אוֹת	שם מתואר [= ענינו סימן, ויש נרדף למופת]	לשון_המקרא	tnk1/ljon/jorj/awt.html
אותות השמים	ביטוי: עצם בשמים [= ליקוי מאורות]	לשון_המקרא	tnk1/ljon/jorj/awt.html#bituy
אותיוֹת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/ata=ath.html
אותיות	אות	לשון_המקרא	tnk1/ljon/sug/LjonOt.html
אָז	זמן	לשון_המקרא	tnk1/ljon/jorj/az.html
אזב	שורש	לשון_המקרא	tnk1/ljon/jorj/azb.html
אזוב	עשב [= צמח ריחני (אורגאנו?)]	לשון_המקרא	tnk1/ljon/jorj/azb.html
אזור	בגד [= חגורה]	לשון_המקרא	tnk1/ljon/jorj/azr.html
אזור חלציים	ביטוי: בגד מלחמה	לשון_המקרא	tnk1/ljon/jorj/azr.html#bituy
אזור מתניים	ביטוי: בגד מלחמה	לשון_המקרא	tnk1/ljon/jorj/azr.html#bituy
אזי	זמן	לשון_המקרא	tnk1/ljon/jorj/az.html
אזכרה	חומר [= הקומץ העולה לגבוה, הוא זכרון המנחה, שבו נזכר בעליה לטובה ולנחת רוח, רש"י ויקרא ב]	לשון_המקרא	tnk1/ljon/jorj/zkr1.html
אָזֶל	מקום פרטי	לשון_המקרא	tnk1/ljon/jorj/azl.html
אזנ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/azn.html
אֹזֶן	גוף	לשון_המקרא	tnk1/ljon/jorj/azn1.html
אָזֵן	כלי נשק	לשון_המקרא	tnk1/ljon/jorj/yzn.html
אזִקִּים	כלי	לשון_המקרא	tnk1/ljon/jorj/zqq2.html
אזר	שורש [= ענינו חגירה במתניים]	לשון_המקרא	tnk1/ljon/jorj/azr.html
אזרוע	גוף	לשון_המקרא	tnk1/ljon/jorj/zre2.html
אזרָח	בעל תפקיד [= תושב קבוע בארץ]	לשון_המקרא	tnk1/ljon/jorj/azrx.html
אח	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ax.html
אח!	מילת קריאה [= לצער ויגון, כמו "אוי!"]	לשון_המקרא	tnk1/ljon/jorj/ax1.html
אָח1	אדם קרוב	לשון_המקרא	tnk1/ljon/jorj/axh1.html
אָח2	כלי אש	לשון_המקרא	tnk1/ljon/jorj/ax2.html
אחאב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1032.html
אחאב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1162.html
אחאב	כמה	דמויות_מהתנך	tnk1/dmut/jm/axab.html
אחאב בן עמרי	גבר	דמות_מהתנך	tnk1/dmut/dmut/1032.html
אחאב בן קוליה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1162.html
אחבן	גבר	דמות_מהתנך	tnk1/dmut/dmut/874.html
אחד	שורש [= שם מספר יסודי "אחד" והנגזר ממנו, ועמו "חד" (בדרך לשון ארמית)]	לשון_המקרא	tnk1/ljon/jorj/axd.html
אחד מבני הנביאים	גבר	דמות_מהתנך	tnk1/dmut/dmut/1057.html
אחדות	אחדות ופילוג בעם ישראל	אוסף מאמרים	tnk1/msr/3axdut.html
אחדים	מספר [= רבים הפועַלים כאחד]	לשון_המקרא	tnk1/ljon/jorj/axd.html
אחה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/axh.html
אחו	עצם בארץ	לשון_המקרא	tnk1/ljon/jorj/axh2.html
אחוה	רגש	לשון_המקרא	tnk1/ljon/jorj/axh1.html
אחוה1	מופשט [= הא' נוסף]	לשון_המקרא	tnk1/ljon/jorj/xwh1.html
אחוז	מספר [= בלשון ימינו אחד מתוך 100; בלשון המקרא אחד מתוך מספר כלשהו]	לשון_המקרא	tnk1/ljon/jorj/axz.html
אחוזה	מקום מתואר [= נחלת הארץ, האחוז לאדם לקנין]	לשון_המקרא	tnk1/ljon/jorj/axz.html
אחוח	גבר	דמות_מהתנך	tnk1/dmut/dmut/815.html
אחור	מקום [= כיוון מערב, הכיוון שנמצא מאחוריו של אדם שמביט מזרחה]	לשון_המקרא	tnk1/ljon/jorj/axr.html
אחורנית	תואר פועל [= מענין "אחור"]	לשון_המקרא	tnk1/ljon/jorj/axr.html
אחות	אדם קרוב	לשון_המקרא	tnk1/ljon/jorj/axh1.html
אחות תחפניס	אשה	דמות_מהתנך	tnk1/dmut/dmut/945.html
אחז	גבר	דמות_מהתנך	tnk1/dmut/dmut/995.html
אחז	שורש [= ענינו תפיסה והחזקה. ובא גם על הדבר הנדבק בדבר או נתחבר אליו. ועמו "ואחוזת מרעהו"]	לשון_המקרא	tnk1/ljon/jorj/axz.html
אחז בן יותם	גבר	דמות_מהתנך	tnk1/dmut/dmut/995.html
אחזיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1049.html
אחזיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/983.html
אחזיה	כמה	דמויות_מהתנך	tnk1/dmut/jm/axzyh.html
אחזיהו בן אחאב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1049.html
אחזיהו בן יהורם	גבר	דמות_מהתנך	tnk1/dmut/dmut/983.html
אחזת	גבר	דמות_מהתנך	tnk1/dmut/dmut/381.html
אחי	גבר	דמות_מהתנך	tnk1/dmut/dmut/243.html
אחיאם	גבר	דמות_מהתנך	tnk1/dmut/dmut/850.html
אחידות בתורה	אחדות ואחידות במצוות	אוסף מאמרים	tryg/mamr/axdut.html
אחיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/1021.html
אחיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/639.html
אחיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/910.html
אחיה	גבר	דמות_מהתנך	tnk1/dmut/dmut/952.html
אחיה	כמה	דמויות_מהתנך	tnk1/dmut/jm/axyh.html
אחיה אבי בעשא	גבר	דמות_מהתנך	tnk1/dmut/dmut/1021.html
אחיה בן אחיטוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/639.html
אחיה בן שישא	גבר	דמות_מהתנך	tnk1/dmut/dmut/910.html
אחיה השילני	גבר	דמות_מהתנך	tnk1/dmut/dmut/952.html
אחיהוד	גבר	דמות_מהתנך	tnk1/dmut/dmut/454.html
אחיו	גבר	דמות_מהתנך	tnk1/dmut/dmut/745.html
אחיטוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/640.html
אחיטוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/763.html
אחיטוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/770.html
אחיטוב	כמה	דמויות_מהתנך	tnk1/dmut/jm/axyfwb.html
אחיטוב בן אמריה בן מריות	גבר	דמות_מהתנך	tnk1/dmut/dmut/763.html
אחיטוב בן פינחס	גבר	דמות_מהתנך	tnk1/dmut/dmut/640.html
אחיטוב הכהן בימי בית ראשון	גבר	דמות_מהתנך	tnk1/dmut/dmut/770.html
אחילוד	גבר	דמות_מהתנך	tnk1/dmut/dmut/752.html
אחילוד	גבר	דמות_מהתנך	tnk1/dmut/dmut/922.html
אחילוד	כמה	דמויות_מהתנך	tnk1/dmut/jm/axylwd.html
אחילוד אבי בענא	גבר	דמות_מהתנך	tnk1/dmut/dmut/922.html
אחילוד אבי יהושפט	גבר	דמות_מהתנך	tnk1/dmut/dmut/752.html
אחימלך	גבר	דמות_מהתנך	tnk1/dmut/dmut/641.html
אחימלך	גבר	דמות_מהתנך	tnk1/dmut/dmut/736.html
אחימלך	כמה	דמויות_מהתנך	tnk1/dmut/jm/axymlk.html
אחימלך בן אחיטוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/641.html
אחימלך החתי	גבר	דמות_מהתנך	tnk1/dmut/dmut/736.html
אחימן	גבר	דמות_מהתנך	tnk1/dmut/dmut/601.html
אחימעץ	גבר	דמות_מהתנך	tnk1/dmut/dmut/668.html
אחימעץ	גבר	דמות_מהתנך	tnk1/dmut/dmut/765.html
אחימעץ	גבר	דמות_מהתנך	tnk1/dmut/dmut/927.html
אחימעץ	כמה	דמויות_מהתנך	tnk1/dmut/jm/axymec.html
אחימעץ אבי אחינעם	גבר	דמות_מהתנך	tnk1/dmut/dmut/668.html
אחימעץ בן צדוק	גבר	דמות_מהתנך	tnk1/dmut/dmut/765.html
אחימעץ הניצב	גבר	דמות_מהתנך	tnk1/dmut/dmut/927.html
אחינדב	גבר	דמות_מהתנך	tnk1/dmut/dmut/926.html
אחינעם	אשה	דמות_מהתנך	tnk1/dmut/dmut/664.html
אחינעם	אשה	דמות_מהתנך	tnk1/dmut/dmut/698.html
אחינעם	כמה	דמויות_מהתנך	tnk1/dmut/jm/axynem.html
אחינעם אם אמנון	אשה	דמות_מהתנך	tnk1/dmut/dmut/698.html
אחינעם בת אחימעץ	אשה	דמות_מהתנך	tnk1/dmut/dmut/664.html
אחיסמך	גבר	דמות_מהתנך	tnk1/dmut/dmut/489.html
אחיעזר	גבר	דמות_מהתנך	tnk1/dmut/dmut/406.html
אחיקם	גבר	דמות_מהתנך	tnk1/dmut/dmut/1110.html
אחירע	גבר	דמות_מהתנך	tnk1/dmut/dmut/409.html
אחישר	גבר	דמות_מהתנך	tnk1/dmut/dmut/915.html
אחיתפל	גבר	דמות_מהתנך	tnk1/dmut/dmut/788.html
אחיתפל הגילני	גבר	דמות_מהתנך	tnk1/dmut/dmut/788.html
אחל	שורש [= שם-רבים "אחלי" בסמיכות, וענינו ומשקלו כמו "אשרי"]	לשון_המקרא	tnk1/ljon/jorj/axl.html
אחלי	גבר	דמות_מהתנך	tnk1/dmut/dmut/880.html
אחלי-	מילה [= אבקש ואתפלל]	לשון_המקרא	tnk1/ljon/jorj/axl.html
אחלמה	אבן [= אבן יקרה, בעבר האמינו שמי שישים אותה באצבעו לעולם יראה חלומות [ראב"ע], כנראה amethyst]	לשון_המקרא	tnk1/ljon/jorj/xlm1.html
אחסבי	גבר	דמות_מהתנך	tnk1/dmut/dmut/853.html
אחֵר	תואר [= היפך דבר הקודם לו]	לשון_המקרא	tnk1/ljon/jorj/axr.html
אחר הדברים האלה	ביטוי: זמן	לשון_המקרא	tnk1/ljon/jorj/axr.html#bituy
אחרון	תואר [= מאוחר יותר, לא דווקא סופי]	לשון_המקרא	tnk1/ljon/jorj/axr.html
אחרי חטא	מצוות שצריך לקיים אדם שחטא	מצוות_ארוע	tryg/sug/erua_xfa.html
אחריות אישית	החובה להמית אדם רק בחטא שלו ולא בחטא של אחרים	מצוות_ארוע	tryg/sug/axrywt_ayjyt.html
אחריות המנהיגים כלפי ה'	אחריות המנהיגים כלפי ה'	אוסף מאמרים	tnk1/msr/4axryut1.html
אחריות המנהיגים כלפי העם	אחריות המנהיגים כלפי העם	אוסף מאמרים	tnk1/msr/4axryut0.html
אחריות למעשי הזולת	האחריות לקיום המצוות של הזולת	מצוות_ערך	tryg/sug/rayon_axryut.html
אחרית	זמן [= תקופה מאוחרת שבה יש מציאות אחרת]	לשון_המקרא	tnk1/ljon/jorj/axr.html
אחרית הימים	ביטוי: זמן [= א. ימי הזוהר של דוד ושלמה; ב. ימות המלך המשיח]	לשון_המקרא	tnk1/ljon/jorj/axr.html#bituy
אחשדרפָן	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/axjdrpn.html
אחשורוש	גבר	דמות_מהתנך	tnk1/dmut/dmut/1318.html
אחשתרָן	חיה	לשון_המקרא	tnk1/ljon/jorj/axjtrn.html
אַט	תואר פועל	לשון_המקרא	tnk1/ljon/jorj/af.html
אטָד	עשב [= "ודרדר" תרגם אונקלוס "אטדין"]	לשון_המקרא	tnk1/ljon/jorj/afd.html
אטון	צמח [= ולפי מקומו נראה שהוא מין עץ, ואולי ריחו נודף. וע' שורש חטב]	לשון_המקרא	tnk1/ljon/jorj/afn.html
אִטִּים	בעל תפקיד [= קוסמים, העושים מעשיהם בסתר ובחשאי]	לשון_המקרא	tnk1/ljon/jorj/af.html
אטמ	שורש [= ענינו סתימה וסגירה]	לשון_המקרא	tnk1/ljon/jorj/afm.html
אטנ	שורש	לשון_המקרא	tnk1/ljon/jorj/afn.html
אטר	שורש [= ענינו כיווץ, ונרדף לפועל "קפץ", וע' שם]	לשון_המקרא	tnk1/ljon/jorj/afr.html
אי	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ay.html
אי	מקום	לשון_המקרא	tnk1/ljon/jorj/ay3.html
אי	חיה	לשון_המקרא	tnk1/ljon/jorj/ay5.html
אי ודאות	מצבי ספק - מצבים שבהם לא ידוע בוודאות מהו רצון ה'	אוסף מאמרים	tryg/mamr/sfq.html
אי ודאות?	האם ייתכן אי-ודאות בבירור רצון ה'?	אוסף מאמרים	tnk1/kma/qjrim2/sfq.html
אי-	מילת שלילה	לשון_המקרא	tnk1/ljon/jorj/ay1.html
אי-ציות לנביא אלילים	האיסור לציית לנביא שקורא לעבוד עבודה זרה	מצוות_אדם	tryg/sug/ay-cywt_lnbya_alylym.html
אֵי?	מילת שאלה	לשון_המקרא	tnk1/ljon/jorj/ay2.html
איב	שורש [= ענינו שנאה]	לשון_המקרא	tnk1/ljon/jorj/ayb.html
איבד	פיעל	לשון_המקרא	tnk1/ljon/jorj/abd.html
איבה	רגש	לשון_המקרא	tnk1/ljon/jorj/ayb.html
איברי גוף	גוף	לשון_המקרא	tnk1/ljon/sug/EcmGuf.html
איברי הרביה	איברי הרביה	מצוות_עצם	tryg/sug/ecm_abry_rbyh.html
איד	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ayd.html
אֵיד	מופשט	לשון_המקרא	tnk1/ljon/jorj/ayd2.html
איה	גבר	דמות_מהתנך	tnk1/dmut/dmut/363.html
איה	גבר	דמות_מהתנך	tnk1/dmut/dmut/669.html
איה	כמה	דמויות_מהתנך	tnk1/dmut/jm/ayh.html
איה	עוף [= עוף הדורס בעלי חיים קטנים, milvus]	לשון_המקרא	tnk1/ljon/jorj/ay4.html
איה אבי רצפה	גבר	דמות_מהתנך	tnk1/dmut/dmut/669.html
איה בן צבעון	גבר	דמות_מהתנך	tnk1/dmut/dmut/363.html
איה?	מילת שאלה	לשון_המקרא	tnk1/ljon/jorj/ay2.html
איהב	פיעל	לשון_המקרא	tnk1/ljon/jorj/ahb.html
איוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1292.html
איוב	איוב	ספר	tnk1/prqim/t27.htm
איוב - כל הפרקים	איוב א0	פרשה_בתנך	prqim/t2701.htm#0
איוב מארץ עוץ	גבר	דמות_מהתנך	tnk1/dmut/dmut/1292.html
איוה	פיעל	לשון_המקרא	tnk1/ljon/jorj/awh.html
איולת	אופי	לשון_המקרא	tnk1/ljon/jorj/awl.html
איום	תואר [= מטיל אימה]	לשון_המקרא	tnk1/ljon/jorj/aym.html
איזבל	אשה	דמות_מהתנך	tnk1/dmut/dmut/1033.html
איזן	פיעל [= שקל במאזניים וחיפש את נקודת האיזון, או היטה אוזנו לשמוע, או גרם לאחרים להאזין, או עשה אוזניים(=ידיות) לכלי]	לשון_המקרא	tnk1/ljon/jorj/azn1.html
איזר	פיעל	לשון_המקרא	tnk1/ljon/jorj/azr.html
איחז	פיעל	לשון_המקרא	tnk1/ljon/jorj/axz.html
איחר	פיעל	לשון_המקרא	tnk1/ljon/jorj/axr.html
איטר	בעל תכונה [= מי אשר יד ימינו נתכווץ מלשלוט בה]	לשון_המקרא	tnk1/ljon/jorj/afr.html
איכ	שורש [= מילות השאלה "איך", "איכה" ו"איככה", והיא - באיזה אופן? ועמם "איכוֹ" לשאלת המקום]	לשון_המקרא	tnk1/ljon/jorj/ayk.html
איך להבין פירוש	כדי להבין פירוש צריך לקרוא בעיון את הפסוק	אוסף מאמרים	tnk1/klli/limud/nituq_prjnut.html
איך להעביר שיעור תנ"ך	איך להעביר שיעור תנ"ך	אוסף מאמרים	tnk1/messages/klli_limud_index_3.html
איך מזהים נביא אמת	איך מזהים נביא אמת	אוסף מאמרים	tnk1/kma/qjrim2/na.html
איכ=היכ	עלשורש_אות [= שורשים עם משמעות דומה, בחילוף בין שתי אותיות קרובות]	לשון_המקרא	tnk1/ljon/jorj/ayk=hyk.html
איכבוד	גבר	דמות_מהתנך	tnk1/dmut/dmut/638.html
איכה	איכה	ספר	tnk1/prqim/t32.htm
איכה - כל הפרקים	איכה א0	פרשה_בתנך	prqim/t3201.htm#0
איכות הסביבה	אקולוגיה, איכות הסביבה	אוסף מאמרים	tnk1/msr/3sviva.html
איכל	פיעל	לשון_המקרא	tnk1/ljon/jorj/akl.html
איכר	בעל תפקיד [= עובד אדמה]	לשון_המקרא	tnk1/ljon/jorj/akr.html
איל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ayl.html
אֱיָל	אופי	לשון_המקרא	tnk1/ljon/jorj/ayl1.html
אַיָּל	חיה [= חיה עם קרניים גרמיות ומסועפות (carvidae)]	לשון_המקרא	tnk1/ljon/jorj/ayl3.html
אַיִל2	חיה	לשון_המקרא	tnk1/ljon/jorj/ayl2.html
אַיִל4	מבנה	לשון_המקרא	tnk1/ljon/jorj/ayl4.html
אַיָּלה	חיה	לשון_המקרא	tnk1/ljon/jorj/ayl3.html
אִילוֹ-	מילת חיבור	לשון_המקרא	tnk1/ljon/jorj/alw.html
אילון	גבר	דמות_מהתנך	tnk1/dmut/dmut/595.html
אֱיָלוּת	אופי	לשון_המקרא	tnk1/ljon/jorj/ayl1.html
אילם	פיעל	לשון_המקרא	tnk1/ljon/jorj/alm1.html
אילם	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/alm2.html
אילן	גבר	דמות_מהתנך	tnk1/dmut/dmut/342.html
אילן חיים פור	הרב אילן חיים פור, מורשת	אוסף מאמרים	tnk1/sofrim/ilanhp/index.html
אילף	פיעל [= לימד]	לשון_המקרא	tnk1/ljon/jorj/alp4.html
אילץ	פיעל	לשון_המקרא	tnk1/ljon/jorj/alc.html
אימ	שורש [= ענינו פחד ומורא]	לשון_המקרא	tnk1/ljon/jorj/aym.html
אימה	רגש	לשון_המקרא	tnk1/ljon/jorj/aym.html
אימוץ ילדים	אימוץ ילדים	אוסף מאמרים	tryg/mamr/imuc.html
אימים	שם מתואר [= מאיימים ומפחידים]	לשון_המקרא	tnk1/ljon/jorj/aym.html
אימץ	פיעל	לשון_המקרא	tnk1/ljon/jorj/amc.html
אימץ לב	ביטוי: פיעל	לשון_המקרא	tnk1/ljon/jorj/amc.html#bituy
אינ	שורש [= מילת "אין", וענינו היפך "יש", ומשמשת גם לשלילת תואר אבל לא לפועל, ועמה "מאין" לשאלת המקום]	לשון_המקרא	tnk1/ljon/jorj/ayn.html
אין קץ	ביטוי: תואר פועל	לשון_המקרא	tnk1/ljon/jorj/ayn.html#bituy
אין קשר	אין קשר לפרשה - מאמרים שאינם מפרשים את הפרשה, אלא משתמשים בה כבסיס לדיון בנושא אחר	אוסף מאמרים	tnk1/sig/ein.html
אינה	פיעל [= גרם לתאונה (גרם לאדם אחר לעשות מעשה רע בלי כוונה)]	לשון_המקרא	tnk1/ljon/jorj/anh2.html
איסור ריבית	האיסור על הלוואה בריבית	מצוות_רצון	tryg/sug/hlwah_brybyt.html
איסור שעטנז	איסור לבישת שעטנז = צמר ופשתים טוויים יחד	מצוות_רצון	tryg/sug/jefnz.html
איסף	פיעל	לשון_המקרא	tnk1/ljon/jorj/asp.html
איעזר	גבר	דמות_מהתנך	tnk1/dmut/dmut/290.html
איפ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ayp.html
איפה	מידה	לשון_המקרא	tnk1/ljon/jorj/ayp1.html
איפה ואיפה	ביטוי: מידה	לשון_המקרא	tnk1/ljon/jorj/ayp1.html#bituy
איפה שלמה	ביטוי: מידה	לשון_המקרא	tnk1/ljon/jorj/ayp1.html#bituy
איפת צדק	ביטוי: מידה	לשון_המקרא	tnk1/ljon/jorj/ayp1.html#bituy
איפת רזון	ביטוי: מידה	לשון_המקרא	tnk1/ljon/jorj/ayp1.html#bituy
